代號,更新日期,名稱,市場別,產業別,實收資本額,發行股數
2354,2026-07-19,鴻準精密工業股份有限公司,上市,其他電子業,14144851920,1414485192
2355,2026-07-19,敬鵬工業股份有限公司,上市,電子零組件,3974954200,397495420
2356,2026-07-19,英業達股份有限公司,上市,電腦及週邊,35874750660,3587475066
2357,2026-07-19,華碩電腦股份有限公司,上市,電腦及週邊,7427602800,742760280
2359,2026-07-19,所羅門股份有限公司,上市,其他電子業,1714710520,171471052
2360,2026-07-19,致茂電子股份有限公司,上市,其他電子業,4252457420,425245742
2362,2026-07-19,藍天電腦股份有限公司,上市,電腦及週邊,6222630000,622263000
2363,2026-07-19,矽統科技股份有限公司,上市,半導體業,5149881610,514988161
2364,2026-07-19,倫飛電腦實業股份有限公司,上市,電腦及週邊,523897100,52388648
2365,2026-07-19,昆盈企業股份有限公司,上市,電腦及週邊,2215284960,221528496
2367,2026-07-19,燿華電子股份有限公司,上市,電子零組件,7062531750,706253175
2368,2026-07-19,金像電子(股)公司,上市,電子零組件,5170469360,517046936
2369,2026-07-19,菱生精密工業股份有限公司,上市,半導體業,3801023440,380102344
2371,2026-07-19,大同股份有限公司,上市,電機機械,21508348510,2150834851
2373,2026-07-19,震旦行股份有限公司,上市,其他電子業,2362025180,236202518
2374,2026-07-19,佳能企業股份有限公司,上市,光電業,3379921330,337992133
2375,2026-07-19,凱美電機股份有限公司,上市,電子零組件,1086753340,108675334
2376,2026-07-19,技嘉科技股份有限公司,上市,電腦及週邊,6698888860,669888886
2377,2026-07-19,微星科技股份有限公司,上市,電腦及週邊,8448561990,844856199
2379,2026-07-19,瑞昱半導體股份有限公司,上市,半導體業,5155126410,515512641
2380,2026-07-19,虹光精密工業股份有限公司,上市,電腦及週邊,600000000,60000000
2382,2026-07-19,廣達電腦股份有限公司,上市,電腦及週邊,38626274320,3862627432
2383,2026-07-19,台光電子材料股份有限公司,上市,電子零組件,3583211140,358321114
2385,2026-07-19,群光電子股份有限公司,上市,電子零組件,7657211880,765721188
2387,2026-07-19,精元電腦股份有限公司,上市,電腦及週邊,1952510510,195251051
2388,2026-07-19,威盛電子股份有限公司,上市,半導體業,5559359410,555935941
2390,2026-07-19,云辰電子開發股份有限公司,上市,其他電子業,1926194420,192619442
2392,2026-07-19,正崴精密工業股份有限公司,上市,電子零組件,5123269400,512326940
2393,2026-07-19,億光電子工業股份有限公司,上市,光電業,4433930860,443393086
2395,2026-07-19,研華股份有限公司,上市,電腦及週邊,8682544870,868254487
2397,2026-07-19,友通資訊股份有限公司,上市,電腦及週邊,1144888570,114488857
2399,2026-07-19,映泰股份有限公司,上市,電腦及週邊,1781000000,178100000
2401,2026-07-19,凌陽科技股份有限公司,上市,半導體業,5919949190,591994919
2402,2026-07-19,毅嘉科技股份有限公司,上市,電子零組件,3075365330,307536533
2404,2026-07-19,漢唐集成股份有限公司,上市,其他電子業,1905866980,190586698
2405,2026-07-19,輔信科技股份有限公司,上市,電腦及週邊,3434273030,343427303
2406,2026-07-19,國碩科技工業股份有限公司,上市,光電業,3509056890,350905689
2408,2026-07-19,南亞科技股份有限公司,上市,半導體業,34502058940,3450205894
2409,2026-07-19,友達光電股份有限公司,上市,光電業,75470989720,7547098972
2412,2026-07-19,中華電信股份有限公司,上市,通信網路業,77574465450,7757446545
2413,2026-07-19,環隆科技股份有限公司,上市,電子零組件,1273592000,127359200
2414,2026-07-19,精技電腦股份有限公司,上市,電子通路業,1617358460,161735846
2415,2026-07-19,錩新科技股份有限公司,上市,電子零組件,900000000,90000000
2417,2026-07-19,圓剛科技股份有限公司,上市,電腦及週邊,1572188640,157218864
2419,2026-07-19,仲琦科技股份有限公司,上市,通信網路業,3213172290,321317229
2420,2026-07-19,新巨企業股份有限公司,上市,電子零組件,1526486880,152648688
2421,2026-07-19,建準電機工業股份有限公司,上市,電子零組件,2869436690,286943669
2423,2026-07-19,固緯電子實業股份有限公司,上市,其他電子業,1450472890,145047289
2424,2026-07-19,隴華電子股份有限公司,上市,通信網路業,595850000,59585000
2425,2026-07-19,承啟科技股份有限公司,上市,電腦及週邊,964988310,96498831
2426,2026-07-19,鼎元光電科技股份有限公司,上市,光電業,3006222520,300622252
2427,2026-07-19,三商電腦股份有限公司,上市,資訊服務業,1979995730,197999573
2428,2026-07-19,興勤電子工業股份有限公司,上市,電子零組件,1281127260,128112726
2429,2026-07-19,銘旺科技股份有限公司,上市,光電業,855000000,85500000
2430,2026-07-19,燦坤實業股份有限公司,上市,電子通路業,1168000000,116800000
2431,2026-07-19,聯昌電子企業股份有限公司,上市,電子零組件,1109270140,110927014
2432,2026-07-19,倚天酷碁股份有限公司,上市,電腦及週邊,618600000,61860000
2433,2026-07-19,互盛股份有限公司,上市,其他電子業,1444960110,144496011
2434,2026-07-19,統懋半導體股份有限公司,上市,半導體業,370000000,37000000
2436,2026-07-19,偉詮電子股份有限公司,上市,半導體業,2000931750,200093175
2438,2026-07-19,翔耀實業股份有限公司,上市,光電業,711956410,71195641
2439,2026-07-19,美律實業股份有限公司,上市,通信網路業,2536449140,253644914
2440,2026-07-19,太空梭高傳真資訊科技(股)公司,上市,電子零組件,1391172710,139117271
2441,2026-07-19,超豐電子股份有限公司,上市,半導體業,5688459210,568845921
2442,2026-07-19,新美齊股份有限公司,上市,建材營造,3252320210,325232021
2444,2026-07-19,兆勁科技股份有限公司,上市,通信網路業,1015695730,101569573
2449,2026-07-19,京元電子股份有限公司,上市,半導體業,12227450650,1222745065
2450,2026-07-19,神腦國際企業股份有限公司,上市,通信網路業,2582526570,258252657
2451,2026-07-19,創見資訊股份有限公司,上市,半導體業,4313456750,431345675
2453,2026-07-19,凌群電腦股份有限公司,上市,資訊服務業,1000000000,100000000
2454,2026-07-19,聯發科技股份有限公司,上市,半導體業,16038954070,1603895407
2455,2026-07-19,全新光電科技股份有限公司,上市,通信網路業,1849059180,184905918
2457,2026-07-19,飛宏科技股份有限公司,上市,電子零組件,4247724160,424772416
2458,2026-07-19,義隆電子股份有限公司,上市,半導體業,3038803920,303880392
2459,2026-07-19,敦吉科技股份有限公司,上市,其他電子業,1055956150,105595615
2460,2026-07-19,建通精密工業股份有限公司,上市,電子零組件,1692000000,169200000
2461,2026-07-19,光群雷射科技股份有限公司,上市,其他電子業,1918879630,191887963
2462,2026-07-19,台灣良得電子股份有限公司,上市,電子零組件,1507844820,150784482
2464,2026-07-19,盟立自動化股份有限公司,上市,其他電子業,2166804340,216680434
2465,2026-07-19,麗臺科技股份有限公司,上市,電腦及週邊,939460310,93946031
2466,2026-07-19,冠西電子企業股份有限公司,上市,光電業,1734586970,173458697
2467,2026-07-19,志聖工業股份有限公司,上市,電子零組件,1567553480,156755348
2468,2026-07-19,華經資訊企業股份有限公司,上市,資訊服務業,699612490,69961249
2471,2026-07-19,資通電腦股份有限公司,上市,資訊服務業,472538900,47253890
2472,2026-07-19,立隆電子工業股份有限公司,上市,電子零組件,1647351370,164735137
2474,2026-07-19,可成科技股份有限公司,上市,其他電子業,5388210680,538821068
2476,2026-07-19,鉅祥企業股份有限公司,上市,電子零組件,2180809980,218080998
2477,2026-07-19,美隆工業股份有限公司,上市,其他電子業,1585732440,158573244
2478,2026-07-19,大毅科技股份有限公司,上市,電子零組件,1447313390,144731339
2480,2026-07-19,敦陽科技股份有限公司,上市,資訊服務業,1063602910,106360291
2481,2026-07-19,強茂股份有限公司,上市,半導體業,3821149270,382114927
2482,2026-07-19,連宇股份有限公司,上市,其他電子業,778827110,77882711
2483,2026-07-19,百容電子股份有限公司,上市,電子零組件,1078898070,107889807
2484,2026-07-19,希華晶體科技股份有限公司,上市,電子零組件,1594210220,159421022
2485,2026-07-19,兆赫電子股份有限公司,上市,通信網路業,3176890370,317689037
2486,2026-07-19,一詮精密工業股份有限公司,上市,光電業,2339585790,233958579
2488,2026-07-19,漢平電子工業股份有限公司,上市,其他電子業,799994330,79999433
2489,2026-07-19,瑞軒科技股份有限公司,上市,光電業,6100000000,610000000
2491,2026-07-19,吉祥全球實業股份有限公司,上市,光電業,820080000,82008000
2492,2026-07-19,華新科技股份有限公司,上市,電子零組件,4852047740,485204774
2493,2026-07-19,揚博科技股份有限公司,上市,電子零組件,1267966290,126796629
2495,2026-07-19,普安科技股份有限公司,上市,電腦及週邊,2735515380,273551538
2496,2026-07-19,卓越成功股份有限公司,上市,其他,191004400,19100440
2497,2026-07-19,怡利電子工業股份有限公司,上市,汽車工業,1308876760,130887676
2498,2026-07-19,宏達國際電子股份有限公司,上市,通信網路業,8360650860,836065086
2501,2026-07-19,國泰建設股份有限公司,上市,建材營造,11595610590,1159561059
2504,2026-07-19,國產建材實業股份有限公司,上市,建材營造,11800000000,1180000000
2505,2026-07-19,國揚實業股份有限公司,上市,建材營造,3800000000,380000000
2506,2026-07-19,太平洋建設股份有限公司,上市,建材營造,3870000000,387000000
2509,2026-07-19,全坤建設開發股份有限公司,上市,建材營造,2245505300,224550530
2511,2026-07-19,太子建設開發股份有限公司,上市,建材營造,16233261470,1623326147
2514,2026-07-19,龍邦國際興業股份有限公司,上市,其他,3947292780,394729278
2515,2026-07-19,中華工程股份有限公司,上市,建材營造,16079040840,1607904084
2516,2026-07-19,新亞建設開發股份有限公司,上市,建材營造,2262784570,226278457
2520,2026-07-19,冠德建設股份有限公司,上市,建材營造,6094871100,609487110
2524,2026-07-19,京城建設股份有限公司,上市,建材營造,3659835450,365983545
2527,2026-07-19,宏璟建設股份有限公司,上市,建材營造,2703060000,270306000
2528,2026-07-19,皇普建設股份有限公司,上市,建材營造,4359964670,435996467
2530,2026-07-19,大華建設股份有限公司,上市,建材營造,8412557310,841255731
2534,2026-07-19,宏盛建設股份有限公司,上市,建材營造,4742279700,474227970
2535,2026-07-19,達欣工程股份有限公司,上市,建材營造,2707939670,270793967
2536,2026-07-19,宏普建設股份有限公司,上市,建材營造,3328086520,332808652
2537,2026-07-19,聯上開發股份有限公司,上市,建材營造,3005577950,300557795
2538,2026-07-19,基泰建設股份有限公司,上市,建材營造,4450254950,445025495
2539,2026-07-19,櫻花建設股份有限公司,上市,建材營造,11931025810,1193102581
2540,2026-07-19,愛山林建設開發股份有限公司,上市,建材營造,9448739650,944873965
2542,2026-07-19,興富發建設股份有限公司,上市,建材營造,21530835390,2153083539
2543,2026-07-19,皇昌營造股份有限公司,上市,建材營造,5285419610,528541961
2545,2026-07-19,皇翔建設股份有限公司,上市,建材營造,3797348080,379734808
2546,2026-07-19,根基營造股份有限公司,上市,建材營造,1305241930,130524193
2547,2026-07-19,日勝生活科技股份有限公司,上市,建材營造,10350946490,1035094649
2548,2026-07-19,華固建設股份有限公司,上市,建材營造,3197186970,319718697
2596,2026-07-19,綠意開發股份有限公司,上櫃,建材營造,1000000000,100000000
2597,2026-07-19,潤弘精密工程事業股份有限公司,上市,建材營造,3107160000,310716000
2601,2026-07-19,益航股份有限公司,上市,航運業,8247760670,824776067
2603,2026-07-19,長榮海運股份有限公司,上市,航運業,21650429960,2165042996
2605,2026-07-19,新興航運股份有限公司,上市,航運業,5853532970,585353297
2606,2026-07-19,裕民航運股份有限公司,上市,航運業,8450557120,845055712
2607,2026-07-19,長榮國際儲運股份有限公司,上市,航運業,5335705470,533570547
2608,2026-07-19,嘉里大榮物流股份有限公司,上市,航運業,4670004980,467000498
2609,2026-07-19,陽明海運股份有限公司,上市,航運業,34921042700,3492104270
2610,2026-07-19,中華航空股份有限公司,上市,航運業,61199649370,6119964937
2611,2026-07-19,志信國際股份有限公司,上市,航運業,1890022720,189002272
2612,2026-07-19,中國航運股份有限公司,上市,航運業,1974845930,197484593
2613,2026-07-19,中國貨櫃運輸股份有限公司,上市,航運業,1484234580,148423458
2614,2026-07-19,東森國際股份有限公司,上市,其他,3272649460,327264946
2615,2026-07-19,萬海航運股份有限公司,上市,航運業,28061462930,2806146293
2616,2026-07-19,山隆通運股份有限公司,上市,油電燃氣業,1372818270,137281827
2617,2026-07-19,台灣航業股份有限公司,上市,航運業,4172944870,417294487
2618,2026-07-19,長榮航空股份有限公司,上市,航運業,54004443350,5400444335
2630,2026-07-19,亞洲航空股份有限公司,上市,航運業,2094382040,209438204
2633,2026-07-19,台灣高速鐵路股份有限公司,上市,航運業,56282930580,5628293058
2634,2026-07-19,漢翔航空工業股份有限公司,上市,航運業,9418671010,941867101
2636,2026-07-19,台驊國際控股股份有限公司,上市,航運業,1418352300,141835230
2637,2026-07-19,慧洋海運股份有限公司,上市,航運業,7464091990,746409199
2640,2026-07-19,台灣大車隊股份有限公司,上櫃,數位雲端,592649560,59264956
2641,2026-07-19,正德海運股份有限公司,上櫃,航運業,3303337440,330333744
2642,2026-07-19,台灣宅配通股份有限公司,上市,航運業,954670000,95467000
2643,2026-07-19,捷迅股份有限公司,上櫃,航運業,350000000,35000000
2645,2026-07-19,長榮航太科技股份有限公司,上市,航運業,3745709620,374570962
2646,2026-07-19,星宇航空股份有限公司,上市,航運業,30087350000,3008735000
2701,2026-07-19,萬華企業股份有限公司,上市,觀光餐旅,4499678380,449967838
2702,2026-07-19,華園飯店股份有限公司,上市,觀光餐旅,1566132490,156613249
2704,2026-07-19,國賓大飯店股份有限公司,上市,觀光餐旅,3669233430,366923343
2705,2026-07-19,六福開發股份有限公司,上市,觀光餐旅,1913128300,191312830
2706,2026-07-19,第一華僑大飯店股份有限公司,上市,觀光餐旅,4999983460,499998346
2707,2026-07-19,晶華國際酒店股份有限公司,上市,觀光餐旅,1274032380,127403238
2712,2026-07-19,遠雄悅來大飯店股份有限公司,上市,觀光餐旅,1050000000,105000000
2718,2026-07-19,全心投資控股股份有限公司,上櫃,建材營造,875760000,87576000
2719,2026-07-19,台鋼燦星國際旅行社股份有限公司,上櫃,觀光餐旅,691825000,69182500
2722,2026-07-19,夏都國際開發股份有限公司,上市,觀光餐旅,1431696960,143169696
2723,2026-07-19,開曼美食達人股份有限公司,上市,觀光餐旅,1800000000,180000000
2724,2026-07-19,藝舍國際創新股份有限公司,上櫃,其他,596563450,59656345
2726,2026-07-19,雅茗天地股份有限公司,上櫃,觀光餐旅,379224540,37922454
2727,2026-07-19,王品餐飲股份有限公司,上市,觀光餐旅,829401090,82940109
2729,2026-07-19,瓦城泰統股份有限公司,上櫃,觀光餐旅,430407830,43040783
2731,2026-07-19,雄獅旅行社股份有限公司,上市,觀光餐旅,932777390,93277739
2732,2026-07-19,六角國際事業股份有限公司,上櫃,觀光餐旅,465185700,46518570
2734,2026-07-19,易飛網國際旅行社股份有限公司,上櫃,觀光餐旅,572597600,57259760
2736,2026-07-19,富野大飯店股份有限公司,上櫃,觀光餐旅,799722300,79972230
2739,2026-07-19,寒舍餐旅管理顧問股份有限公司,上市,觀光餐旅,915260000,91526000
2740,2026-07-19,華軒地產股份有限公司,上櫃,觀光餐旅,167620160,16762016
2743,2026-07-19,山富國際旅行社股份有限公司,上櫃,觀光餐旅,468152100,46815210
2745,2026-07-19,五福旅行社股份有限公司,上櫃,觀光餐旅,338085260,33808526
2748,2026-07-19,雲品國際酒店股份有限公司,上市,觀光餐旅,1057787400,105778740
2751,2026-07-19,王座國際餐飲股份有限公司,上櫃,觀光餐旅,197650000,19765000
2752,2026-07-19,豆府股份有限公司,上櫃,觀光餐旅,266938610,26693861
2753,2026-07-19,八方雲集國際股份有限公司,上市,觀光餐旅,666447960,66644796
2754,2026-07-19,亞洲藏壽司股份有限公司,上櫃,觀光餐旅,468670000,46867000
2755,2026-07-19,揚秦國際企業股份有限公司,上櫃,觀光餐旅,373742460,37374246
2756,2026-07-19,聯發國際餐飲事業股份有限公司,上櫃,觀光餐旅,245975840,24597584
2762,2026-07-19,世界健身股份有限公司,上市,運動休閒,1125000000,112500000
2801,2026-07-19,彰化商業銀行股份有限公司,上市,金融保險,117660462530,11766046253
2812,2026-07-19,台中商業銀行股份有限公司,上市,金融保險,60216259210,6021625921
2816,2026-07-19,旺旺友聯產物保險股份有限公司,上市,金融保險,2236080000,223608000
2820,2026-07-19,中華票券金融股份有限公司,上市,金融保險,13429600000,1342960000
2832,2026-07-19,台灣產物保險股份有限公司,上市,金融保險,2535402800,253540280
2834,2026-07-19,臺灣中小企業銀行股份有限公司,上市,金融保險,97180618490,9718061849
2836,2026-07-19,高雄銀行股份有限公司,上市,金融保險,18799169850,1839916985
2838,2026-07-19,聯邦商業銀行股份有限公司,上市,金融保險,45405517790,4340551779
2845,2026-07-19,遠東國際商業銀行股份有限公司,上市,金融保險,48652847310,4865284731
2849,2026-07-19,安泰商業銀行股份有限公司,上市,金融保險,19576093490,1957609349
2850,2026-07-19,新光產物保險股份有限公司,上市,金融保險,3159633000,315963300
2851,2026-07-19,中央再保險股份有限公司,上市,金融保險,8003887500,800388750
2852,2026-07-19,第一產物保險股份有限公司,上市,金融保險,3011637840,301163784
2855,2026-07-19,統一綜合證券股份有限公司,上市,金融保險,16014144780,1601414478
2867,2026-07-19,三商美邦人壽保險股份有限公司,上市,金融保險,58995010440,5899501044
2880,2026-07-19,華南金融控股股份有限公司,上市,金融保險,139169650890,13916965089
2881,2026-07-19,富邦金融控股股份有限公司,上市,金融保險,156073549520,14007364952
2882,2026-07-19,國泰金融控股股份有限公司,上市,金融保險,162025101280,14669210128
2883,2026-07-19,凱基金融控股股份有限公司,上市,金融保險,185569894140,16974847040
2884,2026-07-19,玉山金融控股股份有限公司,上市,金融保險,161920000000,16192000000
2885,2026-07-19,元大金融控股股份有限公司,上市,金融保險,133311499460,13331149946
2886,2026-07-19,兆豐金融控股股份有限公司,上市,金融保險,148333782820,14833378282
2887,2026-07-19,台新新光金融控股股份有限公司,上市,金融保險,293574877820,24866399230
2889,2026-07-19,國票金融控股股份有限公司,上市,金融保險,36335634710,3633563471
2890,2026-07-19,永豐金融控股股份有限公司,上市,金融保險,145023222750,14492322275
2891,2026-07-19,中國信託金融控股股份有限公司,上市,金融保險,201768883810,19676898381
2892,2026-07-19,第一金融控股股份有限公司,上市,金融保險,143794686500,14379468650
2897,2026-07-19,王道商業銀行股份有限公司,上市,金融保險,30553578780,2805357878
2901,2026-07-19,欣欣大眾市場股份有限公司,上市,貿易百貨,730432830,73043283
2903,2026-07-19,遠東百貨股份有限公司,上市,貿易百貨,14169405890,1416940589
2904,2026-07-19,匯僑股份有限公司,上市,其他,778344320,77834432
2905,2026-07-19,三商投資控股股份有限公司,上市,貿易百貨,11103717030,1110371703
2906,2026-07-19,高林實業股份有限公司,上市,貿易百貨,2091166480,209116648
2908,2026-07-19,特力股份有限公司,上市,貿易百貨,5098875580,509887558
2910,2026-07-19,統領百貨股份有限公司,上市,貿易百貨,1754030000,175403000
2911,2026-07-19,麗嬰房股份有限公司,上市,貿易百貨,1051259990,105125999
2912,2026-07-19,統一超商股份有限公司,上市,貿易百貨,10396222550,1039622255
2913,2026-07-19,台灣農林股份有限公司,上市,貿易百貨,7900000000,790000000
2915,2026-07-19,潤泰全球股份有限公司,上市,貿易百貨,11043187720,1104318772
2916,2026-07-19,滿心企業股份有限公司,上櫃,居家生活,646268780,64626878
2923,2026-07-19,鼎固控股有限公司,上市,建材營造,17402969820,1740296982
2924,2026-07-19,開曼群島宏太股份有限公司,上櫃,居家生活,520359340,52035934
2926,2026-07-19,誠品生活股份有限公司,上櫃,文化創意業,473896500,47389650
2929,2026-07-19,淘帝國際控股有限公司,上市,貿易百貨,1094938380,109493838
2937,2026-07-19,集雅社股份有限公司,上櫃,居家生活,435419750,43541975
2939,2026-07-19,永邑國際集團股份有限公司,上市,貿易百貨,455486650,45548665
2941,2026-07-19,米斯特國際企業股份有限公司,上櫃,居家生活,153900000,15390000
2945,2026-07-19,三商家購股份有限公司,上市,貿易百貨,675000000,67500000
2947,2026-07-19,振宇五金股份有限公司,上櫃,居家生活,214930600,21493060
2948,2026-07-19,寶陞國際股份有限公司,上櫃,居家生活,310000000,31000000
2949,2026-07-19,欣新網股份有限公司,上櫃,數位雲端,306411000,30641100
3002,2026-07-19,歐格電子股份有限公司,上市,電腦及週邊,1020000000,102000000
3003,2026-07-19,健和興端子股份有限公司,上市,電子零組件,1556548900,155654890
3004,2026-07-19,豐達科技股份有限公司,上市,鋼鐵工業,642583550,64258355
3005,2026-07-19,神基控股股份有限公司,上市,電腦及週邊,6243101500,624310150
3006,2026-07-19,晶豪科技股份有限公司,上市,半導體業,2981278410,298127841
3008,2026-07-19,大立光電股份有限公司,上市,光電業,1307981970,130798197
3010,2026-07-19,華立企業股份有限公司,上市,電子通路業,2594368170,259436817
3011,2026-07-19,今皓實業股份有限公司,上市,電子零組件,1296008510,129600851
3013,2026-07-19,晟銘電子科技股份有限公司,上市,電腦及週邊,2051389300,205138930
3014,2026-07-19,聯陽半導體股份有限公司,上市,半導體業,1659791240,165979124
3015,2026-07-19,全漢企業股份有限公司,上市,電子零組件,1872619500,187261950
3016,2026-07-19,嘉晶電子股份有限公司,上市,半導體業,2885418190,288541819
3017,2026-07-19,奇鋐科技股份有限公司,上市,電腦及週邊,3925430070,392543007
3018,2026-07-19,隆銘綠能科技工程股份有限公司,上市,其他電子業,753777150,75377715
3019,2026-07-19,亞洲光學股份有限公司,上市,光電業,2792439010,279243901
3021,2026-07-19,鴻名企業股份有限公司,上市,電子零組件,948900000,94890000
3022,2026-07-19,威強電工業電腦股份有限公司,上市,電腦及週邊,1765977900,176597790
3023,2026-07-19,信邦電子股份有限公司,上市,電子零組件,2400690140,240069014
3024,2026-07-19,憶聲電子股份有限公司,上市,光電業,2771574960,277157496
3025,2026-07-19,星通資訊股份有限公司,上市,通信網路業,567364400,56736440
3026,2026-07-19,禾伸堂企業股份有限公司,上市,電子零組件,1658903180,165890318
3027,2026-07-19,盛達電業股份有限公司,上市,通信網路業,1299602990,129960299
3028,2026-07-19,增你強股份有限公司,上市,電子通路業,2372411930,237241193
3029,2026-07-19,零壹科技股份有限公司,上市,資訊服務業,1670052120,167005212
3030,2026-07-19,德律科技股份有限公司,上市,其他電子業,2362160000,236216000
3031,2026-07-19,佰鴻工業股份有限公司,上市,光電業,1732032240,173203224
3032,2026-07-19,偉訓科技股份有限公司,上市,電子零組件,1132856260,113285626
3033,2026-07-19,威健實業股份有限公司,上市,電子通路業,4806837410,480683741
3034,2026-07-19,聯詠科技股份有限公司,上市,半導體業,6085114690,608511469
3035,2026-07-19,智原科技股份有限公司,上市,半導體業,2605503130,260550313
3036,2026-07-19,文曄科技股份有限公司,上市,電子通路業,12691483010,1269148301
3037,2026-07-19,欣興電子股份有限公司,上市,電子零組件,15888729560,1588872956
3038,2026-07-19,全台晶像股份有限公司,上市,光電業,1574076030,157407603
3040,2026-07-19,遠見科技股份有限公司,上市,其他,662245380,66224538
3041,2026-07-19,揚智科技股份有限公司,上市,半導體業,1402236470,140223647
3042,2026-07-19,台灣晶技股份有限公司,上市,電子零組件,3429929710,342992971
3043,2026-07-19,科風股份有限公司,上市,其他電子業,389756340,38975634
3044,2026-07-19,健鼎科技股份有限公司,上市,電子零組件,5256058980,525605898
3045,2026-07-19,台灣大哥大股份有限公司,上市,通信網路業,37232618110,3723261811
3046,2026-07-19,建碁股份有限公司,上市,電腦及週邊,784480130,78448013
3047,2026-07-19,訊舟科技股份有限公司,上市,通信網路業,2247616080,224761608
3048,2026-07-19,益登科技股份有限公司,上市,電子通路業,2698297940,269829794
3049,2026-07-19,精金科技股份有限公司,上市,光電業,8020105290,802010529
3050,2026-07-19,鈺德科技股份有限公司,上市,光電業,1549844500,154984450
3051,2026-07-19,力特光電科技股份有限公司,上市,光電業,1670000000,167000000
3052,2026-07-19,夆典科技開發股份有限公司,上市,建材營造,2332457710,233245771
3054,2026-07-19,立萬利創新股份有限公司,上市,食品工業,806510410,80651041
3055,2026-07-19,蔚華科技股份有限公司,上市,電子通路業,1149749180,114974918
3056,2026-07-19,富華創新股份有限公司,上市,建材營造,4805550510,480555051
3057,2026-07-19,喬鼎資訊股份有限公司,上市,電腦及週邊,678646290,67864629
3058,2026-07-19,立德電子股份有限公司,上市,電子零組件,2017227790,201722779
3059,2026-07-19,華晶科技股份有限公司,上市,光電業,3077020250,307702025
3060,2026-07-19,銘異科技股份有限公司,上市,電腦及週邊,1375631900,137563190
3062,2026-07-19,建漢科技股份有限公司,上市,通信網路業,3300918180,330091818
3064,2026-07-19,泰偉電子股份有限公司,上櫃,文化創意業,130114510,13011451
3066,2026-07-19,李洲科技股份有限公司,上櫃,光電業,830706120,83070612
3067,2026-07-19,全域股份有限公司,上櫃,居家生活,200000000,20000000
3071,2026-07-19,協禧電機股份有限公司,上櫃,電腦及週邊,1100000000,110000000
3073,2026-07-19,天方能源科技股份有限公司,上櫃,綠能環保,395110280,39511028
3078,2026-07-19,僑威科技股份有限公司,上櫃,電子零組件,2273910640,227391064
3081,2026-07-19,聯亞光電工業股份有限公司,上櫃,通信網路業,925172770,92517277
3083,2026-07-19,中華網龍股份有限公司,上櫃,文化創意業,864868580,86486858
3085,2026-07-19,台鋼新零售股份有限公司,上櫃,數位雲端,690192880,69019288
3086,2026-07-19,華義國際數位娛樂股份有限公司,上櫃,文化創意業,272710510,272710510
3088,2026-07-19,艾訊股份有限公司,上櫃,電腦及週邊,1086490170,108649017
3090,2026-07-19,日電貿股份有限公司,上市,電子零組件,2875671500,287567150
3092,2026-07-19,鴻碩精密電工股份有限公司,上市,電子零組件,1066492500,106649250
3093,2026-07-19,台灣港建股份有限公司,上櫃,其他電子業,362888940,145155576
3094,2026-07-19,聯傑國際股份有限公司,上市,半導體業,831170890,83117089
3095,2026-07-19,及成企業股份有限公司,上櫃,通信網路業,161800000,10000000
3105,2026-07-19,穩懋半導體股份有限公司,上櫃,半導體業,4239403840,423940384
3114,2026-07-19,好德科技股份有限公司,上櫃,電子零組件,651297920,65129792
3115,2026-07-19,富育榮綱股份有限公司,上櫃,電子零組件,721976150,72197615
3118,2026-07-19,進階生物科技股份有限公司,上櫃,生技醫療業,324528600,32452860
3122,2026-07-19,笙泉科技股份有限公司,上櫃,半導體業,407648260,40764826
3128,2026-07-19,昇銳智慧科技股份有限公司,上櫃,光電業,473174890,47317489
3130,2026-07-19,一零四資訊科技股份有限公司,上市,數位雲端,331907000,33190700
3131,2026-07-19,弘塑科技股份有限公司,上櫃,半導體業,292589270,29258927
3135,2026-07-19,凌航科技股份有限公司,上市,半導體業,900714910,90071491
3138,2026-07-19,耀登科技股份有限公司,上市,通信網路業,517362260,51736226
3141,2026-07-19,晶宏半導體股份有限公司,上櫃,半導體業,754607280,75460728
3147,2026-07-19,大綜電腦系統股份有限公司,上櫃,資訊服務業,436868310,43686831
3149,2026-07-19,正達國際光電股份有限公司,上市,光電業,2262336040,226233604
3150,2026-07-19,鈺寶科技股份有限公司,上市,半導體業,443770010,44377001
3152,2026-07-19,璟德電子工業股份有限公司,上櫃,通信網路業,390162000,39016200
3158,2026-07-19,嘉實資訊股份有限公司,上櫃,資訊服務業,304784250,30478425
3162,2026-07-19,精確實業股份有限公司,上櫃,電機機械,1543411120,154341112
3163,2026-07-19,波若威科技股份有限公司,上櫃,通信網路業,805407410,80540741
3164,2026-07-19,景岳生物科技股份有限公司,上市,生技醫療業,860103640,86010364
3167,2026-07-19,大量科技股份有限公司,上市,電機機械,895134910,89513491
3168,2026-07-19,眾福科技股份有限公司,上市,光電業,750996490,75099649
3169,2026-07-19,亞信電子股份有限公司,上櫃,半導體業,633069810,63306981
3171,2026-07-19,炎洲流通股份有限公司,上櫃,居家生活,331181580,33118158
3176,2026-07-19,基亞生物科技股份有限公司,上櫃,生技醫療業,1393067550,139306755
3178,2026-07-19,公準精密工業股份有限公司,上櫃,半導體業,450500000,45050000
3188,2026-07-19,鑫龍騰開發股份有限公司,上櫃,建材營造,1886124150,188612415
3189,2026-07-19,景碩科技股份有限公司,上市,半導體業,5269157600,526915760
